HH Income,Home Ownership,Ethnicity,dummy for Children,Year Of Residence,Age range,Language,City,County,Zip Code,weekly fee,Deliveryperiod,Nielsen Prizm,reward program,Source Channel,target
"$300,000 - $399,999",OWNER,English,Y,7,60-64,English,MISSION VIEJO,ORANGE,92691,$2.00 - $2.99,SatSun,MW,0,DirectMl,0
"Under $20,000",RENTER,Hispanic,N,2,30-34,Spanish,LONG BEACH,LOS ANGELES,90810,$0.01 - $0.50,SunOnly,FE,0,Crew,1
"$300,000 - $399,999",OWNER,German,Y,5,45-49,English,MISSION VIEJO,ORANGE,92692,$0 - $0.01,SunOnly,FW,0,Partner,0
"$100,000 - $124,999",OWNER,Hispanic,N,5,24 years or less,Spanish,SANTA ANA,ORANGE,92706,$0.51 - $0.99,SunOnly,MW,0,Counter,1
"$100,000 - $124,999",OWNER,Hispanic,Y,32,75 years or more,English,SANTA ANA,ORANGE,92707,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"$  70,000 - $79,999",RENTER,Hispanic,N,1,25-29,Spanish,SANTA ANA,ORANGE,92704,$0.01 - $0.50,SunOnly,FE,0,Partner,0
"$500,000 Plus",OWNER,Welsh,N,24,55-59,English,IRVINE,ORANGE,92603,$1.00 - $1.99,7DayT,MW,0,TeleIn,0
"$  90,000 - $99,999",OWNER,Vietnamese,Y,18,40-44,English,GARDEN GROVE,ORANGE,92841,$0.01 - $0.50,SunOnly,MW,0,Partner,0
"$125,000 - $149,999",OWNER,Irish,N,1,35-39,English,LAKE FOREST,ORANGE,92630,$0 - $0.01,SunOnly,YM,0,Partner,1
"$175,000 - $199,999",OWNER,Hispanic,Y,7,50-54,English,CYPRESS,ORANGE,90630,$1.00 - $1.99,Thu-SunT,MW,0,CustCall,0
"$150,000 - $174,999",OWNER,Scottish (Scotch),Y,42,65-69,English,ORANGE,ORANGE,92866,$0.51 - $0.99,SunOnly,MW,0,DirectMl,1
"$  30,000 - $39,999",RENTER,Hispanic,N,1,35-39,Spanish,SANTA ANA,ORANGE,92707,$4.00 - $4.99,7Day,FM,0,Crew,0
"$  40,000 - $49,999",RENTER,English,N,6,50-54,English,LOS ALAMITOS,ORANGE,90720,$2.00 - $2.99,Thu-Sun,YM,0,TeleIn,0
"$175,000 - $199,999",OWNER,Irish,N,28,65-69,English,MISSION VIEJO,ORANGE,92677,$10.00 - $10.99,7Day,MW,6,VRU,1
"$  20,000 - $29,999",RENTER,Japanese,N,1,50-54,English,COSTA MESA,ORANGE,92626,$0.01 - $0.50,SunOnly,YM,0,DirectMl,0
"$  60,000 - $69,999",RENTER,unknown,N,10,25-29,English,IRVINE,ORANGE,92604,$2.00 - $2.99,7Day,YM,0,SCinsert,0
"$  20,000 - $29,999",RENTER,Hispanic,N,4,30-34,Spanish,ANAHEIM,ORANGE,92805,$4.00 - $4.99,7Day,FM,0,CustCall,0
"$  70,000 - $79,999",OWNER,English,N,29,65-69,English,SANTA ANA,ORANGE,92704,$3.00 - $3.99,7Day,MM,5,CustCall,1
"$125,000 - $149,999",OWNER,Hispanic,N,9,50-54,English,COSTA MESA,ORANGE,92626,$0 - $0.01,SunOnly,FM,0,Partner,0
"$300,000 - $399,999",OWNER,Italian,N,18,60-64,English,TUSTIN,ORANGE,92780,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$  30,000 - $39,999",OWNER,Hispanic,N,4,25-29,English,BUENA PARK,ORANGE,90620,$1.00 - $1.99,SoooTFS,MW,0,TeleIn,0
"$300,000 - $399,999",OWNER,unknown,N,7,50-54,English,CORONA,RIVERSIDE,92881,$0 - $0.01,SunOnly,FW,0,Partner,0
"$  30,000 - $39,999",OWNER,Vietnamese,N,7,40-44,English,GARDEN GROVE,ORANGE,92840,$0 - $0.01,SunOnly,MW,0,Partner,0
"$  90,000 - $99,999",OWNER,Hispanic,N,32,75 years or more,English,LAKE FOREST,ORANGE,92630,$5.00 - $5.99,7Day,MM,1,CustCall,1
"Under $20,000",OWNER,Hispanic,N,7,24 years or less,English,ORANGE,ORANGE,92867,$0.01 - $0.50,SunOnly,YM,0,Crew1,1
"$  70,000 - $79,999",OWNER,Hispanic,Y,23,35-39,Spanish,ANAHEIM,ORANGE,92804,$2.00 - $2.99,7Day,FM,0,TeleIn,0
"$150,000 - $174,999",OWNER,Chinese,Y,3,35-39,English,CORONA,RIVERSIDE,92880,$0.01 - $0.50,Thu-Sun,YW,0,Partner,0
"$  50,000 - $59,999",OWNER,English,N,14,70-74,English,TUSTIN,ORANGE,92782,$1.00 - $1.99,SunOnly,YM,0,Kiosk,0
"$  20,000 - $29,999",RENTER,English,N,5,50-54,English,HUNTINGTON BEACH,ORANGE,92646,$2.00 - $2.99,Thu-Sun,YM,0,Crew,0
"$150,000 - $174,999",OWNER,English,Y,5,40-44,English,SAN CLEMENTE,ORANGE,92672,$0 - $0.01,Thu-Sun,YW,0,CircAdm,0
"$175,000 - $199,999",OWNER,Scottish (Scotch),N,20,55-59,English,MISSION VIEJO,ORANGE,92692,$5.00 - $5.99,7Day,MM,0,CustCall,0
"$100,000 - $124,999",OWNER,Irish,N,25,75 years or more,English,ANAHEIM,ORANGE,92802,$4.00 - $4.99,7Day,MW,0,TeleIn,1
"$  20,000 - $29,999",OWNER,Hispanic,N,25,55-59,English,WESTMINSTER,ORANGE,92683,$1.00 - $1.99,7Day,MM,2,CustCall,1
"$  60,000 - $69,999",OWNER,Hispanic,Y,21,65-69,Spanish,ANAHEIM,ORANGE,92806,$0.01 - $0.50,SunOnly,FM,0,Partner,1
"$400,000 - $499,999",OWNER,English,N,7,45-49,English,ALISO VIEJO,ORANGE,92656,$1.00 - $1.99,SunOnly,MW,0,CustCall,0
"$100,000 - $124,999",OWNER,English,Y,25,75 years or more,English,MISSION VIEJO,ORANGE,92691,$10.00 - $10.99,7Day,MW,5,CustCall,1
"$  60,000 - $69,999",RENTER,English,N,4,50-54,English,HUNTINGTON BEACH,ORANGE,92649,$4.00 - $4.99,7Day,MW,0,Kiosk,0
"$500,000 Plus",OWNER,Hispanic,N,14,40-44,Spanish,COSTA MESA,ORANGE,92626,$0.01 - $0.50,SunOnly,MW,0,Partner,0
"$  50,000 - $59,999",RENTER,Hispanic,N,7,30-34,Spanish,SANTA ANA,ORANGE,92703,$0.01 - $0.50,SunOnly,FE,0,Partner,1
"$100,000 - $124,999",OWNER,Filipino (Philippine),N,8,65-69,English,LAKEWOOD,LOS ANGELES,90713,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$  40,000 - $49,999",RENTER,Vietnamese,N,22,45-49,Vietnamese,GARDEN GROVE,ORANGE,92845,$0.01 - $0.50,SunOnly,YM,0,Partner,0
"$  70,000 - $79,999",OWNER,Russian,N,2,75 years or more,English,GARDEN GROVE,ORANGE,92845,$1.00 - $1.99,Thu-Sun,MM,0,TeleIn,0
"$  90,000 - $99,999",OWNER,Irish,N,3,45-49,English,HUNTINGTON BEACH,ORANGE,92648,$2.00 - $2.99,Thu-SunT,MW,0,TeleIn,0
"$  60,000 - $69,999",OWNER,Irish,N,2,40-44,English,RANCHO SANTA MARGARITA,ORANGE,92688,$0.01 - $0.50,SunOnly,YW,0,Partner,1
"$  80,000 - $89,999",OWNER,Hispanic,Y,22,45-49,Spanish,SANTA ANA,ORANGE,92703,$3.00 - $3.99,SoooTFS,FM,0,Crew,0
"$  70,000 - $79,999",OWNER,Hispanic,Y,10,25-29,English,LAGUNA HILLS,ORANGE,92653,$2.00 - $2.99,SunOnly,FM,0,TeleIn,0
"$150,000 - $174,999",OWNER,Scottish (Scotch),N,16,75 years or more,English,FOOTHILL RANCH,ORANGE,92610,$4.00 - $4.99,Thu-Sun,MW,0,CustCall,0
"$500,000 Plus",OWNER,English,N,36,75 years or more,English,IRVINE,ORANGE,92618,$10.00 - $10.99,7Day,MW,4,CustCall,1
"$  40,000 - $49,999",RENTER,Hispanic,Y,7,40-44,Spanish,MISSION VIEJO,ORANGE,92691,$0 - $0.01,SunOnly,FM,0,Partner,0
"$  80,000 - $89,999",OWNER,German,N,30,65-69,English,LOS ALAMITOS,ORANGE,90720,$3.00 - $3.99,7Day,MM,2,TeleIn,1
"Under $20,000",OWNER,Hispanic,Y,7,30-34,English,ARTESIA,LOS ANGELES,90701,$1.00 - $1.99,7Day,FM,0,Crew,0
"$300,000 - $399,999",OWNER,Hispanic,Y,3,40-44,English,LADERA RANCH,ORANGE,92694,$7.00 - $7.99,7Day,FW,0,TeleIn,0
"$125,000 - $149,999",OWNER,English,N,14,65-69,English,IRVINE,ORANGE,92615,$0.01 - $0.50,Thu-Sun,YW,0,CustCall,1
"$150,000 - $174,999",OWNER,German,N,9,60-64,English,CORONA,RIVERSIDE,92879,$0 - $0.01,7Day,FM,0,Partner,1
"$125,000 - $149,999",OWNER,English,N,17,60-64,English,MISSION VIEJO,ORANGE,92689,$0 - $0.01,SunOnly,MW,0,Partner,1
"$  90,000 - $99,999",OWNER,Hispanic,N,12,65-69,English,PLACENTIA,ORANGE,92870,$3.00 - $3.99,7Day,YW,0,DirectMl,1
"$100,000 - $124,999",OWNER,Scottish (Scotch),N,12,35-39,English,LA HABRA,ORANGE,90631,$0 - $0.01,Thu-Sun,MW,0,CircAdm,0
"$200,000 - $249,999",OWNER,English,N,23,60-64,English,LOS ALAMITOS,ORANGE,90720,$0.01 - $0.50,7Day,MW,0,CustCall,1
"$100,000 - $124,999",OWNER,Scottish (Scotch),N,4,45-49,English,IRVINE,ORANGE,92624,$0.01 - $0.50,SunOnly,MM,0,Partner,1
"$300,000 - $399,999",OWNER,English,N,21,70-74,English,NEWPORT BEACH,ORANGE,92663,$0 - $0.01,SunOnly,YM,0,Partner,0
"$  20,000 - $29,999",OWNER,Irish,N,1,45-49,English,SANTA ANA,ORANGE,92701,$1.00 - $1.99,7Day,YM,0,Kiosk,0
"$100,000 - $124,999",OWNER,Hispanic,N,20,60-64,English,CYPRESS,ORANGE,90630,$5.00 - $5.99,7Day,MW,0,TeleIn,1
"$400,000 - $499,999",OWNER,Indian,N,9,50-54,Hindi,CYPRESS,ORANGE,90630,$0 - $0.01,SunOnly,MW,0,Partner,0
"$  70,000 - $79,999",OWNER,French,Y,2,50-54,English,DANA POINT,ORANGE,92629,$0.01 - $0.50,7Day,MW,0,AdvAdm,0
"$  90,000 - $99,999",RENTER,Hispanic,Y,5,50-54,English,ORANGE,ORANGE,92869,$2.00 - $2.99,SatSun,FM,0,RetenIn,0
"$  70,000 - $79,999",OWNER,Hispanic,N,5,30-34,English,PLACENTIA,ORANGE,92870,$0.01 - $0.50,SunOnly,YM,0,Partner,1
"$  60,000 - $69,999",RENTER,Irish,N,3,50-54,English,BUENA PARK,ORANGE,90620,$3.00 - $3.99,THU-SUN,FM,0,Crew1,1
"$  80,000 - $89,999",OWNER,English,N,7,35-39,English,TUSTIN,ORANGE,92781,$10.00 - $10.99,7Day,YM,0,CustCall,1
"Under $20,000",RENTER,Hispanic,N,1,24 years or less,English,ORANGE,ORANGE,92865,$0.01 - $0.50,7Day,YM,0,Crew,1
"$125,000 - $149,999",OWNER,English,Y,6,45-49,English,DANA POINT,ORANGE,92629,$3.00 - $3.99,7Day,MW,0,CustCall,0
"$  50,000 - $59,999",RENTER,Hispanic,N,1,25-29,English,WHITTIER,LOS ANGELES,90604,$4.00 - $4.99,7Day,YM,0,TeleIn,0
"$100,000 - $124,999",OWNER,Chinese,N,1,25-29,English,BUENA PARK,ORANGE,90620,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$200,000 - $249,999",OWNER,English,N,4,65-69,English,MISSION VIEJO,ORANGE,92692,$4.00 - $4.99,7Day,MW,0,TeleIn,1
"$  80,000 - $89,999",OWNER,Hispanic,Y,18,35-39,Spanish,SANTA ANA,ORANGE,92707,$2.00 - $2.99,Thu-Sun,FM,0,TeleOut,0
"Under $20,000",RENTER,Hispanic,N,2,24 years or less,Spanish,ANAHEIM,ORANGE,92802,$0.01 - $0.50,SunOnly,FE,0,TeleOut,0
"$400,000 - $499,999",OWNER,Irish,Y,23,55-59,English,LAGUNA NIGUEL,ORANGE,92677,$0.51 - $0.99,Thu-Sun,MW,0,Internet,0
"$  70,000 - $79,999",OWNER,English,N,35,70-74,English,SANTA ANA,ORANGE,92705,$10.00 - $10.99,7Day,MW,14,CustCall,1
"$  20,000 - $29,999",RENTER,Vietnamese,Y,2,40-44,English,HUNTINGTON BEACH,ORANGE,92647,$1.00 - $1.99,Thu-Sun,YM,0,TeleOut,0
"$  80,000 - $89,999",OWNER,Hispanic,N,47,75 years or more,English,FULLERTON,ORANGE,92831,$1.00 - $1.99,SunOnly,MW,0,CustCall,0
"$  20,000 - $29,999",RENTER,English,Y,2,40-44,English,HUNTINGTON BEACH,ORANGE,92646,$0 - $0.01,SunOnly,FM,0,Partner,1
"$  70,000 - $79,999",OWNER,Italian,N,1,25-29,English,LADERA RANCH,ORANGE,92694,$4.00 - $4.99,7Day,FM,0,Crew,0
"$  20,000 - $29,999",RENTER,Vietnamese,N,2,30-34,English,SANTA ANA,ORANGE,92701,$4.00 - $4.99,7Day,MW,0,Internet,0
"$  50,000 - $59,999",OWNER,English,N,25,65-69,English,MISSION VIEJO,ORANGE,92691,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$  60,000 - $69,999",OWNER,English,N,12,70-74,English,GARDEN GROVE,ORANGE,92841,$0.01 - $0.50,SunOnly,MW,0,Partner,0
"$100,000 - $124,999",OWNER,unknown,N,37,75 years or more,English,COSTA MESA,ORANGE,92622,$3.00 - $3.99,SunOnly,MW,0,CustCall,1
"$  60,000 - $69,999",OWNER,Vietnamese,N,6,55-59,Vietnamese,GARDEN GROVE,ORANGE,92843,$0 - $0.01,SunOnly,MM,0,Partner,1
"$  20,000 - $29,999",RENTER,Hispanic,Y,9,35-39,English,ANAHEIM,ORANGE,92804,$2.00 - $2.99,7Day,YM,0,SCinsert,0
"$  20,000 - $29,999",OWNER,Hispanic,N,17,70-74,English,LONG BEACH,LOS ANGELES,90805,$3.00 - $3.99,7Day,MM,0,Crew,0
"$  30,000 - $39,999",RENTER,Armenian,N,2,40-44,English,HUNTINGTON BEACH,ORANGE,92649,$4.00 - $4.99,7Day,MM,0,DirectMl,0
"$  80,000 - $89,999",OWNER,Irish,Y,20,65-69,English,HUNTINGTON BEACH,ORANGE,92647,$9.00 - $9.99,7Day,MW,0,VRU,1
"$  70,000 - $79,999",OWNER,English,Y,24,65-69,English,ALISO VIEJO,ORANGE,92656,$0.01 - $0.50,7Day,MW,0,CustCall,1
"$  50,000 - $59,999",OWNER,Byelorussian (Belarusian),N,1,25-29,Russian,FULLERTON,ORANGE,92832,$0.01 - $0.50,SunOnly,YW,0,Partner,0
"$  20,000 - $29,999",OWNER,Vietnamese,N,22,65-69,Vietnamese,SANTA ANA,ORANGE,92706,$1.00 - $1.99,7Day,MW,0,TeleIn,1
"$150,000 - $174,999",OWNER,Vietnamese,N,11,45-49,English,WESTMINSTER,ORANGE,92683,$2.00 - $2.99,Thu-Sun,MW,0,Crew,0
"$  90,000 - $99,999",OWNER,German,N,2,45-49,English,WESTMINSTER,ORANGE,92683,$1.00 - $1.99,SunOnly,MW,0,CustCall,0
"$  80,000 - $89,999",OWNER,Hungarian,N,37,55-59,English,BUENA PARK,ORANGE,90620,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"$  40,000 - $49,999",OWNER,Vietnamese,N,11,50-54,English,WESTMINSTER,ORANGE,92683,$4.00 - $4.99,7Day,ME,0,Crew,0
"$  20,000 - $29,999",OWNER,Jewish,N,14,75 years or more,English,WESTMINSTER,ORANGE,92683,$8.00 - $8.99,7Day,MM,0,VRU,1
"Under $20,000",RENTER,Hispanic,N,2,25-29,Spanish,SANTA ANA,ORANGE,92706,$0.01 - $0.50,SunOnly,FE,0,Crew,1
"$150,000 - $174,999",OWNER,Filipino (Philippine),N,14,45-49,English,CHINO HILLS,SAN BERNARDINO,91709,$0.01 - $0.50,SunOnly,FM,0,Partner,1
"Under $20,000",RENTER,English,N,5,75 years or more,English,LONG BEACH,LOS ANGELES,90814,$1.00 - $1.99,7DayOL,ME,0,CircAdm,0
"$175,000 - $199,999",OWNER,English,N,35,75 years or more,English,NEWPORT BEACH,ORANGE,92660,$10.00 - $10.99,7Day,MW,0,TeleIn,1
"$500,000 Plus",OWNER,Hispanic,Y,19,50-54,English,MISSION VIEJO,ORANGE,92692,$3.00 - $3.99,SunOnly,FW,0,Kiosk1,1
"$100,000 - $124,999",OWNER,Hispanic,N,12,55-59,English,LAKE FOREST,ORANGE,92630,$0.01 - $0.50,SunOnly,FM,0,TeleIn,1
"$150,000 - $174,999",OWNER,Hispanic,N,20,75 years or more,English,ANAHEIM,ORANGE,92805,$4.00 - $4.99,7Day,MM,0,TeleIn,1
"$  80,000 - $89,999",OWNER,Irish,Y,28,55-59,English,MISSION VIEJO,ORANGE,92691,$0.01 - $0.50,SunOnly,MW,0,PARTNER,1
"$100,000 - $124,999",OWNER,Portuguese,N,13,30-34,Portuguese,LA MIRADA,LOS ANGELES,90638,$1.00 - $1.99,Thu-Sun,MW,0,Crew,0
"$  60,000 - $69,999",OWNER,Thai,Y,21,50-54,English,STANTON,ORANGE,90680,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"Under $20,000",OWNER,English,N,24,75 years or more,English,FULLERTON,ORANGE,92831,$0 - $0.01,7Day,MM,0,Partner,1
"$150,000 - $174,999",OWNER,English,Y,1,55-59,English,YORBA LINDA,ORANGE,92886,$1.00 - $1.99,7Day,YW,0,System,0
"$150,000 - $174,999",OWNER,German,Y,4,45-49,English,HUNTINGTON BEACH,ORANGE,92653,$10.00 - $10.99,7Day,YW,1,TeleIn,1
"$  20,000 - $29,999",RENTER,French,N,3,30-34,English,GARDEN GROVE,ORANGE,92840,$4.00 - $4.99,7Day,FE,0,Crew,0
"$300,000 - $399,999",OWNER,English,N,2,55-59,English,LAGUNA NIGUEL,ORANGE,92677,$6.00 - $6.99,7Day,YW,0,VRU,0
"$  90,000 - $99,999",RENTER,Scottish (Scotch),N,1,35-39,English,PLACENTIA,ORANGE,92870,$2.00 - $2.99,Thu-SunT,MM,0,TeleIn,0
"$125,000 - $149,999",OWNER,Hispanic,N,17,65-69,English,HUNTINGTON BEACH,ORANGE,92646,$10.00 - $10.99,7Day,MW,0,System,1
"$150,000 - $174,999",OWNER,Hispanic,N,30,70-74,Spanish,ANAHEIM,ORANGE,92807,$5.00 - $5.99,Thu-Sun,YW,0,Partner,1
"$  50,000 - $59,999",OWNER,Hispanic,N,6,30-34,English,FULLERTON,ORANGE,92833,$0 - $0.01,7Day,FM,0,Partner,1
"$125,000 - $149,999",OWNER,English,N,23,60-64,English,ANAHEIM,ORANGE,92807,$5.00 - $5.99,7Day,MW,0,CustCall,0
"$  70,000 - $79,999",OWNER,English,N,12,75 years or more,English,NEWPORT BEACH,ORANGE,92660,$3.00 - $3.99,7Day,MM,0,CustCall,1
"$  90,000 - $99,999",OWNER,German,N,27,50-54,English,LA MIRADA,LOS ANGELES,90638,$0 - $0.01,SunOnly,MW,0,CustCall,1
"$300,000 - $399,999",OWNER,Dutch,N,19,75 years or more,English,TRABUCO CANYON,ORANGE,92679,$0.51 - $0.99,SunOnly,MW,0,DIRECTM2,0
"$  20,000 - $29,999",RENTER,Hispanic,N,3,24 years or less,English,ANAHEIM,ORANGE,92805,$0.01 - $0.50,SunOnly,ME,0,Crew1,1
"Under $20,000",RENTER,Hispanic,N,5,65-69,English,SAN JUAN CAPISTRANO,ORANGE,92675,$0 - $0.01,SunOnly,MM,0,Partner,0
"$  90,000 - $99,999",OWNER,English,N,17,55-59,English,FULLERTON,ORANGE,92831,$0 - $0.01,7Day,MW,1,CustCall,1
"$100,000 - $124,999",OWNER,Dutch,N,4,40-44,English,ALISO VIEJO,ORANGE,92656,$1.00 - $1.99,SunOnly,FM,0,Partner,0
"$300,000 - $399,999",OWNER,English,Y,10,45-49,English,SAN CLEMENTE,ORANGE,92672,$2.00 - $2.99,Thu-Sun,FW,0,Crew,0
"$  70,000 - $79,999",OWNER,Hispanic,N,5,30-34,English,PLACENTIA,ORANGE,92870,$0.01 - $0.50,SunOnly,YM,0,Partner,1
"$  40,000 - $49,999",OWNER,English,N,4,50-54,English,ALISO VIEJO,ORANGE,92656,$4.00 - $4.99,7Day,MW,0,TeleIn,0
"Under $20,000",RENTER,Hispanic,N,1,30-34,English,SANTA ANA,ORANGE,92705,$0.01 - $0.50,7Day,FE,0,Crew,1
"$  80,000 - $89,999",OWNER,Scottish (Scotch),N,1,45-49,English,BREA,ORANGE,92821,$2.00 - $2.99,SunOnly,FE,0,Crew,0
"$  50,000 - $59,999",RENTER,English,N,2,24 years or less,English,NEWPORT BEACH,ORANGE,92661,$1.00 - $1.99,7Day,YM,0,CircAdm,0
"$  70,000 - $79,999",RENTER,unknown,N,3,60-64,English,IRVINE,ORANGE,92617,$3.00 - $3.99,7Day,MM,0,Crew1,1
"$175,000 - $199,999",OWNER,Scottish (Scotch),N,13,75 years or more,English,YORBA LINDA,ORANGE,92887,$5.00 - $5.99,7Day,FW,0,CustCall,0
"$300,000 - $399,999",OWNER,English,N,20,70-74,English,YORBA LINDA,ORANGE,92886,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$100,000 - $124,999",OWNER,Chinese,N,10,35-39,English,IRVINE,ORANGE,92617,$3.00 - $3.99,Thu-Sun,MW,0,Crew1,1
"$300,000 - $399,999",OWNER,Hispanic,N,4,65-69,English,ORANGE,ORANGE,92869,$2.00 - $2.99,7Day,YW,0,CustCall,0
"$175,000 - $199,999",OWNER,Scottish (Scotch),N,23,70-74,English,CAPISTRANO BEACH,ORANGE,92626,$9.00 - $9.99,7Day,MW,0,CustCall,1
"$300,000 - $399,999",OWNER,Hispanic,N,8,60-64,English,PLACENTIA,ORANGE,92869,$0.01 - $0.50,SunOnly,YM,0,Partner,1
"$200,000 - $249,999",OWNER,English,Y,5,50-54,English,ORANGE,ORANGE,92867,$0.01 - $0.50,SunOnly,FM,0,Internet,1
"$150,000 - $174,999",OWNER,English,N,2,65-69,English,MISSION VIEJO,ORANGE,92691,$10.00 - $10.99,7Day,MW,3,CustCall,1
"$300,000 - $399,999",OWNER,Lithuanian,N,37,65-69,English,ANAHEIM,ORANGE,92807,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"Under $20,000",OWNER,Irish,N,40,70-74,English,SANTA ANA,ORANGE,92704,$10.00 - $10.99,7Day,MW,0,CustCall,1
"$100,000 - $124,999",OWNER,"Khmer (Kampuchean, Cambodian)",Y,23,50-54,English,LONG BEACH,LOS ANGELES,90808,$2.00 - $2.99,SunOnly,MW,0,Crew,0
"$125,000 - $149,999",OWNER,African (other),Y,11,45-49,English,SAN CLEMENTE,ORANGE,92673,$0.01 - $0.50,SunOnly,FM,0,Partner,1
"$  40,000 - $49,999",RENTER,Dutch,N,9,75 years or more,English,LONG BEACH,LOS ANGELES,90807,$3.00 - $3.99,Thu-Sun,ME,0,Kiosk1,0
"$125,000 - $149,999",OWNER,African (other),N,3,35-39,English,ALISO VIEJO,ORANGE,92656,$2.00 - $2.99,Thu-Sun,YM,0,VRU,0
"$125,000 - $149,999",OWNER,English,N,12,55-59,English,LAGUNA BEACH,ORANGE,92647,$8.00 - $8.99,Thu-Sun,MW,0,CustCall,1
"$  20,000 - $29,999",OWNER,English,N,44,75 years or more,English,LA PALMA,ORANGE,90623,$1.00 - $1.99,SunOnly,MM,0,CustCall,0
"$100,000 - $124,999",OWNER,German,N,11,45-49,English,PLACENTIA,ORANGE,92870,$2.00 - $2.99,SatSun,YW,0,CustCall,0
"$125,000 - $149,999",RENTER,Scottish (Scotch),Y,1,35-39,English,TUSTIN,ORANGE,92782,$2.00 - $2.99,Thu-Sun,YM,0,Kiosk,0
"$200,000 - $249,999",OWNER,Hispanic,N,7,50-54,English,LAGUNA NIGUEL,ORANGE,92677,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$  70,000 - $79,999",OWNER,Italian,N,11,50-54,English,TUSTIN,ORANGE,92782,$0.01 - $0.50,SunOnly,FM,0,Partner,1
"$100,000 - $124,999",OWNER,Hispanic,N,22,45-49,Spanish,SANTA ANA,ORANGE,92707,$0 - $0.01,SunOnly,FM,0,Partner,1
"$150,000 - $174,999",OWNER,Indian,N,9,55-59,English,IRVINE,ORANGE,92602,$0.01 - $0.50,SunOnly,MW,0,Partner,1
"$100,000 - $124,999",OWNER,French,N,41,75 years or more,English,PLACENTIA,ORANGE,92870,$5.00 - $5.99,7Day,MM,4,TeleIn,1
"$  30,000 - $39,999",RENTER,Irish,N,1,60-64,English,COSTA MESA,ORANGE,92626,$1.00 - $1.99,7Day,YM,0,Crew,0
"$100,000 - $124,999",OWNER,Vietnamese,N,13,55-59,English,YORBA LINDA,ORANGE,92886,$0.01 - $0.50,SunOnly,FW,0,Partner,1
"$  60,000 - $69,999",OWNER,Irish,N,37,75 years or more,English,ORANGE,ORANGE,92866,$10.00 - $10.99,7Day,MW,5,CustCall,1
"$300,000 - $399,999",OWNER,English,N,24,70-74,English,LAGUNA NIGUEL,ORANGE,92677,$10.00 - $10.99,7Day,MW,5,CustCall,1
"$150,000 - $174,999",OWNER,English,N,1,45-49,English,LADERA RANCH,ORANGE,92694,$3.00 - $3.99,SunOnly,FW,0,Kiosk1,1
"Under $20,000",RENTER,Hispanic,N,1,25-29,English,LONG BEACH,LOS ANGELES,90806,$0.01 - $0.50,SunOnly,FE,0,Crew,1
"$300,000 - $399,999",OWNER,English,Y,20,55-59,English,YORBA LINDA,ORANGE,92887,$0.01 - $0.50,7Day,FW,0,TeleIn,1
"$175,000 - $199,999",OWNER,German,N,2,40-44,English,RANCHO SANTA MARGARITA,ORANGE,92688,$10.00 - $10.99,7Day,FW,0,CustCall,1
"$150,000 - $174,999",OWNER,Chinese,N,4,30-34,English,CERRITOS,LOS ANGELES,90703,$0.01 - $0.50,SunOnly,MW,0,Partner,0
"$400,000 - $499,999",OWNER,English,N,18,50-54,English,HUNTINGTON BEACH,ORANGE,92648,$4.00 - $4.99,7Day,FW,0,CustCall,0
"$  50,000 - $59,999",OWNER,Hispanic,Y,41,25-29,Spanish,ANAHEIM,ORANGE,92805,$0.01 - $0.50,SunOnly,FM,0,Partner,0
"$  50,000 - $59,999",OWNER,Hispanic,N,16,60-64,English,BUENA PARK,ORANGE,90620,$0.01 - $0.50,SunOnly,YM,0,Partner,0
"$200,000 - $249,999",OWNER,Chinese,Y,3,50-54,Chinese,MISSION VIEJO,ORANGE,92692,$2.00 - $2.99,Fri-Sun,FW,0,TeleIn,0
"$  40,000 - $49,999",OWNER,English,Y,21,45-49,English,FULLERTON,ORANGE,92833,$0 - $0.01,7Day,MW,0,Partner,1
"$125,000 - $149,999",OWNER,unknown,N,9,40-44,Spanish,ORANGE,ORANGE,92867,$4.00 - $4.99,7Day,YW,0,CustCall,0
"Under $20,000",RENTER,Hispanic,N,5,35-39,Spanish,ANAHEIM,ORANGE,92802,$0.01 - $0.50,SunOnly,FE,0,Crew,1
"$125,000 - $149,999",OWNER,German,Y,20,55-59,English,HUNTINGTON BEACH,ORANGE,92648,$6.00 - $6.99,Thu-Sun,MW,0,TeleIn,0
"$300,000 - $399,999",OWNER,unknown,N,23,75 years or more,English,IRVINE,ORANGE,92603,$8.00 - $8.99,7Day,YW,0,VRU,0
"$150,000 - $174,999",OWNER,English,Y,23,50-54,English,ORANGE,ORANGE,92867,$0.01 - $0.50,SunOnly,FM,0,Partner,1
"$300,000 - $399,999",OWNER,German,N,18,70-74,English,LAKE FOREST,ORANGE,92629,$10.00 - $10.99,7Day,MW,0,CustCall,1
